name,cpf,age,birthday,address,state,country
Yago Rocha,594.260.731-16,43,1967-01-16,"Pátio Guerra, 89
Mirtes
40797-908 Ferreira do Oeste / MS",Rio Grande do Norte,Cuba
Davi Miguel Pastor,648.273.195-37,60,1967-06-24,"Largo Rebeca Cavalcante, 30
Vila Havaí
46373538 Machado / TO",Tocantins,Irlanda
Dra. Maria Helena Sampaio,951.674.028-67,32,1995-01-22,"Lago Pedro Lucas Vieira, 26
Jardinópolis
35154032 Costela da Serra / PA",Rio Grande do Sul,Guam
Thiago Machado,879.253.164-46,43,2006-11-09,"Morro de Santos, 7
Lagoa
65046645 da Costa / RN",Amapá,Ilha de Man
Sr. Josué Pimenta,726.148.590-01,20,1970-05-13,"Praia Maria Eduarda Silveira
João Alfredo
45409708 Andrade Alegre / PR",Rondônia,Singapura
Ana Luiza Correia,948.160.357-10,54,1989-04-25,"Viaduto Duarte, 50
Esplanada
71164-290 Sousa Grande / AP",Pernambuco,Moldávia
Ana Luiza Azevedo,749.132.650-16,31,1970-02-27,"Núcleo Nascimento, 14
Conjunto Bonsucesso
40207-513 Macedo da Praia / AP",Acre,Senegal
Sra. Ísis Fonseca,980.426.573-74,32,1999-01-14,"Feira de Borges
Dona Clara
80701469 Freitas da Praia / AL",Sergipe,Geórgia
Ana Clara Brito,095.138.642-51,26,2001-11-10,"Rua da Rocha
Custodinha
49798554 Cunha / AM",Rio de Janeiro,Taiwan
Eduardo Cirino,369.854.720-10,45,1979-07-27,"Campo de Almeida, 51
Vila Paraíso
26652-966 da Paz Alegre / PI",Maranhão,Maldivas
Isaque Santos,310.584.976-93,46,1994-04-03,"Estação Calebe Pinto, 10
Gameleira
30890370 Aragão do Sul / RN",Pará,Vietnam
Letícia Nunes,690.124.583-15,23,1987-04-22,"Pátio Martins, 4
São Damião
95550-764 Melo do Galho / PA",Rio Grande do Sul,Nepal
Davi Souza,612.530.749-25,31,1965-07-31,"Condomínio Almeida, 941
Vila Paquetá
50470-113 Silva / AM",Amazonas,Guiné
Larissa Souza,204.958.167-01,29,1995-09-18,"Vale Emanuella Oliveira, 8
Frei Leopoldo
68180104 Barros de Goiás / CE",Rio de Janeiro,Argélia
João Guilherme Farias,951.324.608-60,43,2005-10-07,"Estrada Ravy Rezende, 63
São Francisco Das Chagas
63987-737 Lima / AL",Roraima,França
Rafael Caldeira,489.175.306-48,23,1979-03-09,"Ladeira Juliana Costa, 43
Itatiaia
46981560 Andrade / PE",Rio Grande do Sul,Iêmen
Luiz Felipe Ribeiro,792.534.861-55,41,1983-09-10,"Alameda de Mendonça, 39
Graça
38586650 da Cunha / PA",Minas Gerais,Belize
Ágatha Moreira,693.407.128-03,53,1981-01-01,"Lago Silva, 6
Vila Nossa Senhora Do Rosário
11539-779 Vargas da Serra / RS",Bahia,Arábia Saudita
Sr. Ian Montenegro,869.472.513-46,55,2000-10-02,"Rua de Vieira, 37
Capitão Eduardo
96824453 Ramos do Norte / AM",Mato Grosso,Emirados Árabes Unidos
Raul Macedo,170.859.432-97,27,1974-01-17,"Lagoa Jesus, 27
Vila Ipiranga
49987-629 Pires / MT",Mato Grosso do Sul,Territórios Austrais Franceses
Rafael Ferreira,038.157.942-50,57,1982-08-29,"Largo Lima, 3
Leticia
65477-060 Cavalcante / PB",Santa Catarina,Cuba
Srta. Bella Ferreira,928.301.746-31,19,1998-06-14,"Setor de Lima, 57
Barreiro
15080960 Freitas de Goiás / MA",Tocantins,Turquia
Asafe Teixeira,590.361.782-40,27,1987-09-01,"Praça Théo Araújo
São Bernardo
72555-885 Lima / PB",Amazonas,Nepal
Luiz Gustavo Vargas,657.142.839-37,42,2002-05-15,"Residencial Sá, 6
Frei Leopoldo
18679-311 Jesus de Fonseca / MG",Roraima,Navassa Island
Manuela Cirino,549.801.263-24,34,2006-02-23,"Travessa Macedo, 73
Monte São José
79464136 Abreu / PI",Paraíba,Mongólia
Mathias Oliveira,294.605.873-56,19,1991-06-30,"Distrito Nicole Cunha, 22
Guarani
41061-256 Gonçalves de Goiás / MS",Rondônia,Guatemala
Nicole Duarte,879.521.463-19,38,1997-04-25,"Lagoa Ana Clara Siqueira, 4
Vila Inestan
48215-497 Monteiro / MS",Bahia,Territórios Austrais Franceses
Arthur Gabriel da Luz,419.306.758-01,31,2004-11-26,"Vale Ryan Lima, 57
Vila Nossa Senhora Do Rosário
38023288 Moreira de Pinto / PA",Maranhão,Turquia
Daniela Peixoto,095.746.231-06,55,1966-09-23,"Pátio Luiz Miguel Abreu, 20
Vila Calafate
90611002 da Paz dos Dourados / AL",Piauí,Somália
Sr. Mateus Rezende,068.527.349-00,25,1988-06-22,"Loteamento Alexia Peixoto, 18
Serra Verde
67486-570 Cassiano de Minas / AP",Rio Grande do Norte,Belize
Lucas Gabriel Pacheco,580.736.429-56,33,1970-12-09,"Feira Maria Cecília Jesus, 695
São Jorge 2ª Seção
22249-262 Nunes / BA",Tocantins,Aruba
Heloísa Rezende,627.934.018-03,58,1986-05-23,"Rodovia Sampaio, 539
Rio Branco
26031-781 Nogueira / MA",Pernambuco,Serra Leoa
Sophie Jesus,426.953.801-51,45,2007-04-01,"Núcleo de Nunes, 57
Castanheira
12509-843 Silveira / RR",Pernambuco,Ilhas Turcas e Caicos
Sra. Mariana da Cruz,587.261.490-01,47,1989-11-15,"Esplanada Leandro Correia
Vila Santa Rosa
47231-085 Ferreira / SE",Paraíba,Ilhas Virgens Britânicas
Ana Laura Costa,645.830.972-47,44,1972-11-08,"Colônia Sá, 370
Santa Tereza
38610-347 Nunes / MT",Espírito Santo,Jan Mayen
Dra. Bruna Teixeira,936.045.718-39,39,1984-05-25,"Estação Julia Peixoto, 5
Ermelinda
06614384 Guerra / PA",Tocantins,Honduras
Renan Caldeira,653.280.971-30,59,2003-03-14,"Chácara Thiago Cavalcante, 704
Itatiaia
08465-970 da Rocha / RS",Goiás,Iêmen
Isabelly Almeida,285.904.763-83,55,1971-12-27,"Chácara Cecília Mendonça, 61
Cdi Jatoba
85770-927 Oliveira / AC",Piauí,Ilha de Man
Luiz Henrique Costa,680.431.279-13,48,1974-07-12,"Pátio Brito, 6
Santa Rita De Cássia
09882638 Fogaça / SC",Rondônia,Monserrate
Isabella Mendes,892.761.540-94,35,1978-10-04,"Avenida Nogueira, 17
Estoril
06936-804 Ferreira do Amparo / RS",Distrito Federal,Bolívia
Apollo das Neves,758.062.914-30,19,1979-07-17,"Conjunto Liz Leão, 5
Vila Madre Gertrudes 1ª Seção
45062246 Marques / PB",Alagoas,Costa Rica
Srta. Maria Julia Viana,105.683.279-77,59,1980-02-15,"Loteamento Lopes, 56
Petropolis
91014106 Gonçalves de Abreu / BA",São Paulo,China
Vitor Gabriel Oliveira,869.521.037-59,20,1967-12-15,"Estação de Azevedo, 4
Esplanada
94978170 Ferreira / TO",Minas Gerais,Libéria
João Lucas Costa,758.063.921-12,43,2001-02-28,"Estrada Nunes, 4
Buritis
14606262 Vieira / SC",Amazonas,Madagascar
Bruna da Mota,103.684.975-93,22,1975-12-06,"Residencial Luana Vargas
Boa União 2ª Seção
95935-264 Camargo / AL",Paraíba,Gibraltar
Clarice Pimenta,702.186.945-20,35,1977-04-22,"Travessa Sampaio, 39
Nova Cachoeirinha
86802-390 Macedo de Minas / PE",Amazonas,Ilha de Man
Pedro Lucas Andrade,067.523.189-21,37,2005-01-21,"Recanto Mendes, 81
Miramar
00553-764 Abreu / MT",Acre,Togo
Benício Aparecida,589.310.274-60,18,2003-02-02,"Setor de Viana, 714
Heliopolis
76176045 Costela / BA",Rio Grande do Sul,Paquistão
Ana Vitória Fogaça,307.286.459-47,47,1999-08-09,"Morro Luiz Otávio Carvalho, 18
Jardim Felicidade
85256-947 Vargas / ES",Bahia,Svalbard e Jan Mayen
Asafe Cirino,598.641.703-84,52,2004-09-25,"Rua de Silveira, 80
São José
65715924 Porto / CE",Bahia,Argélia
Matheus Vieira,043.759.261-80,37,1976-01-04,"Lago de Pereira, 533
Saudade
70564135 Campos / DF",Santa Catarina,Ilhas Falkland
Rafael Andrade,031.697.248-78,21,1965-10-27,"Setor de Ramos, 90
Silveira
83411-098 Guerra / MT",Alagoas,Canadá
Bento das Neves,623.971.085-77,48,1985-07-04,"Rodovia da Luz, 69
Ambrosina
85994-316 Moura / GO",Minas Gerais,Senegal
Gabriela Duarte,673.152.809-95,60,1987-10-25,"Recanto Henry Gabriel Freitas, 11
Chácara Leonina
40430-499 Fonseca / SC",São Paulo,Jordânia
Stella Almeida,583.792.460-47,43,1993-12-13,"Conjunto Jesus, 97
Inconfidência
46009-446 Pacheco / RS",Rondônia,África do Sul
Apollo Martins,759.028.461-02,51,1996-02-02,"Vila de Moreira, 805
Morro Dos Macacos
60698-414 da Conceição das Pedras / RN",Rondônia,Turquemenistão
Sr. João Lucas Vasconcelos,207.564.318-08,30,1973-05-04,"Feira Câmara, 71
Paraíso
57829-164 Caldeira / MT",Bahia,Noruega
Zoe Castro,214.789.053-79,22,1988-05-24,"Residencial Moreira, 265
Marajó
29495-995 Sá do Campo / AP",Ceará,Quiribáti
Ana Carolina Sousa,725.140.369-25,55,1984-07-01,"Área de da Mota, 43
Graça
90291-621 Brito de Fogaça / AP",Alagoas,Equador
Ayla Sales,063.219.745-52,47,1986-10-24,"Ladeira Daniela Albuquerque, 13
Carlos Prates
52709-835 Sales Alegre / AM",Amapá,Grécia
Dra. Heloísa Mendonça,742.398.051-04,57,2005-05-15,"Área de da Costa, 316
Vila Nova Cachoeirinha 1ª Seção
56623564 Nogueira / RR",Pará,Dhekelia
Olívia Sousa,072.896.153-95,58,1973-01-23,"Aeroporto Pinto, 63
Pongelupe
05645167 Correia Alegre / SC",Santa Catarina,República Dominicana
Maria Alice Souza,617.092.835-21,24,1986-03-23,"Vila Gomes, 3
Nossa Senhora Da Conceição
11293-765 Sales de Ribeiro / MS",Paraíba,Cazaquistão
Dra. Laís Costa,301.726.589-77,52,1995-02-09,"Ladeira Carvalho
Caetano Furquim
38360927 Cirino / MG",Rio Grande do Sul,Bangladesh
Ana Luiza Vasconcelos,368.951.420-70,19,1975-04-07,"Vale Sophia da Cunha, 57
Vila Madre Gertrudes 4ª Seção
33183-598 das Neves do Sul / MA",Maranhão,Costa do Marfim
Daniel Borges,960.354.821-98,28,1996-09-15,"Condomínio de Pacheco, 85
Céu Azul
18225756 Costa / MS",Maranhão,Jersey
Dra. Maria Alice Pires,729.051.386-02,54,1971-04-17,"Conjunto Benicio Sousa, 24
Ambrosina
52903-224 Vargas / AP",Tocantins,República Checa
Dante Cardoso,768.214.095-01,58,1967-03-14,"Via Cirino, 72
Sport Club
07484801 Sá / AP",Rondônia,Omã
Sra. Ana Beatriz da Conceição,829.375.140-14,47,1980-10-04,"Residencial Luiz Gustavo Pires, 69
Vila Ouro Minas
93310-286 Mendes / ES",Tocantins,Líbia
Natália das Neves,937.245.608-00,53,1972-04-02,"Viela de Camargo, 84
Mantiqueira
08571759 Pinto do Amparo / RR",Rio de Janeiro,Papua-Nova Guiné
Sr. Léo Sousa,781.560.342-44,27,2004-03-06,"Vereda Caldeira
Mala E Cuia
85168433 Sousa / AP",Roraima,Mônaco
Dante Aragão,578.314.260-35,28,1969-03-08,"Esplanada Aragão
Betânia
88817979 Cardoso / PB",Alagoas,Sudão
Théo Jesus,142.537.908-79,18,1976-05-21,"Feira de Fogaça, 62
Conjunto Minas Caixa
24271-195 Costa / ES",Pará,Tokelau
Sr. Mateus Ferreira,459.086.273-56,23,1977-10-03,"Recanto Esther Peixoto
Barreiro
56054902 Cardoso de Pires / TO",Alagoas,Mongólia
Clara Câmara,250.869.371-59,42,2004-08-23,"Largo Luiz Otávio da Rocha, 2
Primeiro De Maio
94852-040 Leão Grande / RS",Alagoas,Botsuana
Benjamin Sales,025.691.743-43,27,1989-11-28,"Fazenda Ferreira, 13
Palmares
55953-862 Azevedo / BA",Espírito Santo,Zimbábue
Agatha da Costa,130.827.954-04,55,2004-02-15,"Ladeira Barros
Indaiá
03590112 Cunha / SC",Mato Grosso do Sul,Maurícia
Ana Julia Fonseca,823.407.156-44,49,1977-08-04,"Conjunto Brito, 37
Vila Petropolis
19095-280 Martins da Serra / RN",Mato Grosso,Domínica
Lara da Rocha,651.379.248-73,20,1964-06-17,"Viela Andrade, 41
Vila Novo São Lucas
61270-311 Vieira / GO",Maranhão,Micronésia
Dra. Ana Carolina Barros,821.096.753-30,60,1979-05-30,"Condomínio Dante Sousa
Caiçara - Adelaide
32532210 Fogaça de Castro / RN",Amazonas,Seicheles
Sr. Otto Aparecida,052.189.673-86,19,1979-09-03,"Rodovia de Guerra, 88
Vila Calafate
22087774 Melo / AC",Pernambuco,Cabo Verde
Isaque Moraes,398.401.567-48,34,1995-01-06,"Setor Luiz Miguel Aparecida, 5
Jatobá
62721515 Pereira das Pedras / AM",Paraná,Clipperton Island
Marcela Silveira,657.138.409-48,26,1971-03-06,"Lago Vasconcelos, 483
Braúnas
21776557 Costela / SC",Maranhão,Bolívia
Ana Clara Alves,906.524.138-89,59,1990-11-07,"Residencial Dias, 12
Lajedo
64203-001 Fernandes / SP",Amapá,Salvador
Esther Leão,105.486.329-60,40,1973-04-13,"Rodovia Julia Albuquerque, 36
Marieta 2ª Seção
42295-111 Sales da Serra / AP",Ceará,Congo-Kinshasa
Bruna Ferreira,345.109.867-93,20,1978-03-03,"Distrito Lima, 24
Calafate
78856972 Cavalcanti do Campo / MG",Maranhão,Andorra
Srta. Bruna Nascimento,012.653.978-21,21,2007-05-03,"Avenida Bento Sampaio, 85
Vila Esplanada
65816574 Vieira / GO",Amazonas,Togo
Letícia Albuquerque,834.590.672-92,53,1989-09-26,"Viaduto de Macedo, 7
Pousada Santo Antonio
29359-436 Correia / CE",Minas Gerais,República Dominicana
Aurora Araújo,276.083.549-92,54,1968-12-18,"Conjunto de Sales, 59
Universitário
54702964 Brito / MT",Maranhão,Bulgária
Paulo Pinto,497.215.683-09,19,1981-04-21,"Ladeira Gael Henrique da Mota
Horto Florestal
19446900 da Cunha / MG",Rondônia,Tokelau
Sra. Ana Júlia Teixeira,658.017.429-30,43,2005-06-01,"Aeroporto Mathias Borges
Jaraguá
31338821 Vieira de Nogueira / PE",Bahia,Líbano
Arthur Montenegro,451.928.673-55,27,1988-08-06,"Esplanada Ramos, 24
Cabana Do Pai Tomás
24819-140 Pacheco / GO",Pará,Suécia
Arthur da Cruz,764.089.521-94,60,1986-05-19,"Lagoa Thales Martins, 21
Barão Homem De Melo 1ª Seção
83645759 Rodrigues do Sul / AM",Pará,Maurícia
Felipe Borges,506.917.428-20,37,1979-09-04,"Praia de Casa Grande, 55
Nova Vista
55608613 Siqueira / RJ",Santa Catarina,Svalbard e Jan Mayen
Breno Pereira,796.821.345-28,41,2004-02-09,"Fazenda de Melo
Vila União
49874759 Lopes de Martins / RJ",Rio Grande do Sul,Alemanha
Diogo da Mata,413.506.978-93,59,1995-12-17,"Parque Maysa Leão, 34
Castelo
83087-662 Garcia de Goiás / AM",Pará,Guernsey
Gael Henrique Ramos,712.638.049-69,27,1971-08-01,"Ladeira Moraes, 92
Ernesto Nascimento
93757252 da Costa de Ribeiro / PE",Ceará,Mayotte
Maria Vitória Vasconcelos,896.147.523-19,59,1987-10-07,"Jardim Campos, 52
Marçola
33868428 Dias / MS",Alagoas,Sri Lanka
Dra. Luísa da Luz,243.910.765-43,22,1979-01-31,"Trevo Cassiano, 71
Nova Gameleira
26205-863 Moura / PE",Amazonas,Bolívia
Carolina Rios,826.407.359-00,28,1978-10-25,"Área Laís Teixeira, 35
Vila Santo Antônio Barroquinha
56096-873 Rios / MG",Paraíba,Gibraltar
Arthur Miguel da Rocha,435.867.012-17,22,1968-09-10,"Conjunto Cauê Abreu, 99
Novo Aarão Reis
14205424 Freitas da Mata / AC",Rio de Janeiro,Pitcairn
Sr. Luiz Gustavo Andrade,634.719.280-22,25,2002-06-13,"Praia Vinicius Costela
Boa União 1ª Seção
59432-291 Ramos de Sampaio / RN",Maranhão,Países Baixos
Maysa Pires,768.952.304-83,56,1986-08-15,"Vereda Kevin Rocha, 7
Caiçaras
23888-024 Pimenta / MA",Piauí,Burundi
Mariane Fogaça,753.628.490-00,20,1964-07-15,"Alameda de Cunha, 67
Teixeira Dias
74119469 das Neves / PB",Tocantins,Roménia
Julia Moreira,580.392.741-41,28,1966-11-17,"Avenida de Montenegro, 7
Boa Vista
91079-972 Castro do Amparo / CE",Goiás,Polinésia Francesa
João Lucas Fogaça,913.625.708-77,35,1977-12-28,"Rua de Gomes, 84
Tupi A
77280-025 Fernandes / AL",Paraná,Camarões
Sr. Mateus da Rosa,528.764.139-73,37,1977-07-24,"Trecho de Pinto
Vila Nova Cachoeirinha 1ª Seção
93082457 Peixoto / PE",São Paulo,Luxemburgo
Rael Fonseca,402.195.687-58,59,2004-12-09,"Alameda João Pedro Costela, 65
Conjunto Serra Verde
30534-224 Garcia / RJ",Pernambuco,Cuba
Sr. Cauã Fernandes,604.871.395-93,21,1972-01-26,"Praça de Nascimento, 33
Morro Dos Macacos
22321-023 Pimenta / GO",Mato Grosso,Armênia
Liam Campos,209.345.817-97,41,2004-11-01,"Distrito de da Mota, 240
Novo Aarão Reis
51896280 da Cruz Alegre / SE",Paraná,África do Sul
Ana Nogueira,527.638.041-44,26,1984-03-28,"Núcleo de Nunes, 506
Santa Isabel
37187-022 Ferreira / BA",Alagoas,Jamaica
Sra. Bella Nogueira,536.497.810-93,26,1990-12-31,"Quadra Aylla Souza, 25
Santo André
10608-842 Vasconcelos da Prata / AL",Bahia,Ilhas dos Cocos
Antônio Azevedo,913.870.462-50,27,1989-10-04,"Largo de Lopes
Califórnia
78001152 Farias / AM",Distrito Federal,Panamá
Sr. Gustavo Henrique Moreira,751.623.094-43,49,1972-04-04,"Parque Cavalcanti, 47
Grotinha
18159-398 Lopes / GO",Ceará,Guam
Dr. Leonardo Nascimento,148.037.926-31,30,1982-02-07,"Jardim Rocha, 45
Boa Vista
03526168 Garcia / RN",Espírito Santo,Nigéria
Dra. Aylla Costa,598.240.613-98,58,1999-11-12,"Quadra das Neves, 98
Grotinha
80946-945 Montenegro da Praia / RJ",Amazonas,Japão
Maria Fernanda Cassiano,764.829.310-22,60,1967-04-08,"Trecho Ian Fernandes, 84
Lourdes
02838-125 Moura Grande / RS",Paraíba,República Dominicana
Hadassa da Costa,096.421.837-22,59,1975-08-25,"Colônia Zoe da Paz
São Vicente
69007507 Cirino Alegre / PI",Paraná,Gâmbia
Hadassa Sá,316.805.279-59,49,1992-03-27,"Fazenda Juan Dias, 31
Conjunto Taquaril
12117432 Nascimento dos Dourados / BA",Paraíba,Arábia Saudita
Olivia Sampaio,489.250.763-65,26,1971-07-25,"Vila Sophie da Costa, 35
Aarão Reis
93302-078 Aragão Alegre / AM",Rio Grande do Sul,Samoa Americana
Pietro Araújo,912.567.048-49,45,1978-11-18,"Rodovia de Leão
Novo Tupi
05426783 Sá / ES",Amapá,Argélia
Dr. Thales Lima,765.920.843-83,29,1965-02-26,"Loteamento de Albuquerque, 30
Barão Homem De Melo 2ª Seção
99696-211 da Cunha da Prata / SP",Amazonas,Ilha Bouvet
Sr. Gael Duarte,194.237.058-04,34,1987-06-17,"Largo de Costa, 2
Leonina
92770-079 Viana / PE",Amazonas,Serra Leoa
Sophie Campos,190.362.854-70,53,2005-09-10,"Largo de Martins
Vila Aeroporto
25794-515 Borges Alegre / RR",Ceará,Bangladesh
Rebeca Barros,049.286.517-58,47,1976-10-27,"Recanto Lucas Gabriel Cassiano, 56
Flavio De Oliveira
16897097 Porto Grande / AL",Tocantins,Níger
Ana Lívia Peixoto,745.809.162-20,46,1986-04-12,"Rua Rhavi Azevedo, 76
Vila Real 1ª Seção
76694756 Casa Grande do Galho / RR",Mato Grosso,Itália
Lorenzo Rezende,169.042.753-16,39,1989-10-29,"Avenida de Caldeira, 19
Marçola
62427-953 Andrade do Sul / TO",Piauí,Jamaica
Sr. Kaique da Mata,509.241.863-05,44,2006-09-24,"Condomínio Luísa Marques, 89
Dom Cabral
48596177 Cardoso / AM",Rio Grande do Norte,Brasil
Rebeca Moraes,109.473.682-13,29,1981-03-29,"Viela Mathias Cavalcanti, 3
Jaraguá
96287392 Viana / RO",Bahia,Wallis e Futuna
Sra. Pietra Nascimento,736.290.485-10,55,2001-10-26,"Praça de Mendes, 102
Cenaculo
40883-601 Casa Grande do Oeste / SC",Alagoas,Bangladesh
Vicente Campos,274.850.961-76,37,2004-09-26,"Área Fernando Albuquerque, 27
Monte Azul
25289-355 Rodrigues / SC",Ceará,Ilhas Marshall
Eduarda Abreu,139.756.204-80,39,1986-01-30,"Fazenda Rael Silveira, 758
Leonina
01461-073 Marques / AC",Mato Grosso,Togo
Luna Casa Grande,819.046.725-58,30,2000-03-29,"Avenida Maria Fernanda Fonseca, 32
Campo Alegre
63041913 Pastor de Sampaio / PA",Acre,Coreia do Sul
Henry Gabriel Alves,149.280.367-78,18,1998-03-15,"Aeroporto Vasconcelos, 423
Santa Inês
02910-231 Pires / DF",Goiás,Antártica
Theodoro Duarte,452.170.986-94,29,1984-09-17,"Estação de Fernandes, 7
Maria Goretti
02912-261 Albuquerque do Amparo / TO",Rondônia,Lituânia
Caleb Fernandes,432.569.810-89,49,1966-03-16,"Jardim Rocha, 5
Palmeiras
32723-955 Castro da Prata / AM",Paraíba,Noruega
Caleb da Rosa,726.190.834-78,29,1997-10-20,"Viela Moraes, 101
Mangueiras
82456-557 Gomes / SP",Alagoas,Paquistão
Dra. Sophie Ferreira,371.420.568-35,42,1977-12-20,"Trecho de da Mata
Vila Sumaré
78174-171 Marques / SE",Tocantins,Malta
Hadassa Lopes,546.138.209-60,32,2004-03-27,"Distrito Jesus, 173
Engenho Nogueira
58092211 da Costa de Minas / RJ",Acre,Palau
Sra. Valentina Vieira,831.679.054-84,33,1985-12-10,"Vila Bento da Mata, 5
Jardim Vitoria
92607655 Cardoso Paulista / RS",Amazonas,Egito
Levi Ferreira,427.605.389-74,24,1986-04-14,"Vereda Davi Miguel Silva, 640
Estrela
86398288 Camargo da Prata / SP",Rondônia,Sudão
Dra. Laís da Rosa,682.591.340-98,33,1976-10-21,"Favela Rafael Fonseca, 149
Guarani
69448433 Barros / TO",Distrito Federal,Finlândia
Olivia Carvalho,965.734.182-55,43,1993-02-24,"Travessa Fernandes, 35
Capitão Eduardo
29271-426 Oliveira / CE",Rio Grande do Norte,Navassa Island
Elisa Abreu,284.970.351-60,36,1965-01-08,"Viaduto Caldeira, 774
Vila São Rafael
27639-458 Leão / MG",Mato Grosso,Namíbia
Lucca Garcia,185.234.609-42,23,2000-01-25,"Conjunto de Macedo
Brasil Industrial
60320163 da Conceição / ES",Rondônia,Tuvalu
Olivia Peixoto,093.785.621-59,41,1973-08-27,"Quadra de Porto, 61
Vila Bandeirantes
75338-580 Vasconcelos de Aparecida / RN",Rio Grande do Sul,Colômbia
Maya Santos,018.793.245-04,23,1977-11-29,"Distrito de Vasconcelos, 52
Vila Da Luz
56909522 da Cruz de Cirino / AM",Santa Catarina,Ilha de Man
Ana Carolina Jesus,245.103.896-98,46,1977-10-05,"Jardim Souza, 2
Camargos
43449-652 Campos / BA",Roraima,Israel
Lívia Dias,245.706.819-30,50,1988-12-05,"Distrito de da Paz, 597
Ernesto Nascimento
78433808 Araújo / PE",Espírito Santo,Tokelau
Luna Farias,246.359.108-06,50,1980-10-20,"Passarela Costela, 339
Vila Jardim São José
34249-641 Machado do Sul / GO",Pará,Azerbaijão
Sra. Sophia Moreira,801.253.967-59,26,1979-10-12,"Vila Sofia Camargo, 1
Vila Independencia 3ª Seção
38173168 Jesus dos Dourados / MA",Distrito Federal,Tunísia
Mariana Nogueira,012.985.437-97,45,1991-02-04,"Viela Mendonça, 64
Grajaú
28450166 Guerra / PA",Acre,Guiana
Pedro Lucas Oliveira,290.163.485-06,36,1995-07-01,"Ladeira Vargas, 54
Vila Maloca
49832-076 da Cruz de Novais / RJ",Tocantins,Serra Leoa
Melina Cavalcanti,947.156.230-99,56,1967-04-12,"Chácara Kevin Cavalcanti, 1
Ribeiro De Abreu
13219932 Pereira / PE",Ceará,Indonésia
Dr. Cauã da Cunha,684.512.093-51,44,1992-09-02,"Campo de Araújo
Tupi B
00393-459 das Neves / RR",Amapá,Nepal
Anthony Gabriel Martins,532.679.148-09,20,2000-05-22,"Praça da Costa, 89
Apolonia
10786881 da Mota / PR",Mato Grosso,Ilhas Turcas e Caicos
Emanuella Barros,012.837.596-59,41,1979-05-01,"Colônia Barbosa
Vila Da Ária
04395679 Nogueira da Mata / GO",Acre,Ucrânia
Leonardo Santos,842.096.153-15,36,1965-04-09,"Travessa Valentina Montenegro, 1
Havaí
73170-008 Vasconcelos / GO",Amapá,São Cristóvão e Neves
Maria Julia Farias,501.743.269-80,37,1977-10-23,"Morro Alexandre Alves, 583
Barão Homem De Melo 1ª Seção
22010-155 Vargas / RJ",Bahia,Taiwan
Allana Rezende,270.416.839-31,21,1982-09-01,"Alameda de da Conceição, 550
Inconfidência
33508720 Ferreira / AL",Piauí,Egito
Manuella Castro,284.105.376-80,33,1977-02-20,"Viela Araújo, 48
Santa Rosa
37215-745 das Neves / GO",Minas Gerais,Hong Kong
Stella Correia,681.390.275-02,21,1999-06-26,"Rodovia Matteo Sampaio, 95
Vila Aeroporto
52583116 Peixoto / MS",Rio de Janeiro,Vaticano
Olivia Andrade,165.093.478-57,39,1978-05-11,"Residencial de Rocha
Jardim São José
25696-604 Moura Grande / RN",Alagoas,França
Gabriel Siqueira,192.063.874-13,28,1967-09-30,"Morro de Marques, 80
São Marcos
05963-520 Pinto de Correia / DF",Minas Gerais,Bulgária
João Vitor Souza,432.896.157-82,39,1996-08-09,"Loteamento Santos, 24
Jaqueline
95459-790 Cunha do Galho / AP",Sergipe,Madagascar
Luana Freitas,708.143.629-31,30,1992-11-02,"Condomínio de da Conceição, 55
Bairro Das Indústrias Ii
45185723 Jesus / AL",Paraíba,Usbequistão
Maria Eduarda Caldeira,708.452.163-17,31,1985-05-28,"Alameda de Martins, 45
São Sebastião
16401-914 Cavalcanti / CE",Roraima,Monserrate
Sra. Ana Sophia Cirino,735.610.948-48,19,1979-04-10,"Lagoa de Rios
Nossa Senhora Da Conceição
13326561 Vieira / TO",Ceará,Usbequistão
Srta. Maria Alice Pimenta,972.081.564-76,51,1984-02-22,"Fazenda de Marques, 179
Vila Da Paz
75617-428 Novaes dos Dourados / MA",Minas Gerais,Bahamas
Paulo da Rocha,457.681.209-20,20,1967-04-21,"Rodovia Vinicius Machado, 256
Ambrosina
44077864 Albuquerque dos Dourados / RR",Roraima,Território Britânico do Oceano Índico
Sabrina Rios,462.079.185-76,38,1995-02-21,"Núcleo Correia
Canadá
33083-021 Lima do Norte / MT",Rio Grande do Norte,Bulgária
Theodoro Fogaça,294.658.710-01,38,1978-07-25,"Setor de Peixoto, 96
Nossa Senhora Da Conceição
86615511 Vieira / PA",Pará,Equador
Nicolas Vasconcelos,571.324.890-97,22,1970-03-12,"Viela Maria Fernanda da Rocha, 52
Santo Agostinho
64485-658 Almeida / PI",Goiás,Egito
Antônio Nogueira,807.142.653-90,55,1967-10-07,"Morro de Fogaça, 6
Vila Jardim Montanhes
82313-729 Alves do Galho / RO",Pernambuco,Costa do Marfim
Joana da Luz,079.385.126-21,56,1984-03-25,"Recanto Pacheco, 161
Vila Esplanada
63947031 Fogaça do Campo / MA",Rondônia,Tonga
Lavínia Novais,280.369.174-40,43,1967-05-22,"Avenida de Abreu, 3
Pedreira Padro Lopes
81827-809 Cavalcanti do Campo / RJ",Acre,Ilha de Man
Otávio da Costa,649.213.758-28,54,1984-11-10,"Vale de da Cunha
Conjunto Lagoa
48466-443 Barros da Serra / RO",Paraná,Costa do Marfim
