name,cpf,age,birthday,address,state
Maria Luísa Gomes,740.698.312-31,31,1965-01-08,"recanto fernandes, 854
etelvina carneiro
98776-352 da cruz do oeste / ap",MATO GROSSO
Paulo Porto,923.185.406-24,49,1992-01-19,"estação de vargas, 8
vila nova gameleira 3ª seção
73642-011 borges do amparo / al",ACRE
Stella Albuquerque,675.231.940-52,33,2003-12-15,"núcleo thiago santos, 79
vila betânia
49466908 mendonça / mg",GOIÁS
Ravi Vasconcelos,416.537.890-93,52,2001-12-18,"quadra abreu, 29
marilandia
62533562 cavalcanti alegre / pr",BAHIA
Nicole Albuquerque,657.340.819-57,47,1994-10-30,"conjunto lopes, 62
outro
74459-979 moraes / sp",ESPÍRITO SANTO
Théo Oliveira,183.407.529-79,56,1965-07-04,"trecho cardoso
alto barroca
92156034 da rocha / pe",SANTA CATARINA
Dante Melo,482.610.395-60,52,1987-07-14,"vale raul lopes, 7
ouro minas
42128-612 mendes de lopes / pi",RIO GRANDE DO NORTE
Luiz Henrique Cunha,902.486.731-22,39,1973-09-19,"travessa maria helena pinto, 5
vila nova gameleira 1ª seção
11961116 araújo do campo / ce",ACRE
Isabel Da Cunha,804.631.795-01,29,1967-01-08,"via de garcia, 23
aguas claras
38064-453 da cruz / rs",RIO GRANDE DO NORTE
Larissa Da Cunha,859.236.074-92,20,2002-03-29,"praça fonseca, 52
paquetá
35376564 cavalcante verde / ma",MATO GROSSO DO SUL
João Felipe Albuquerque,564.031.798-10,44,1999-08-08,"lago fernandes, 309
vila madre gertrudes 3ª seção
75703-741 mendonça / ce",PARÁ
Dr. Lucca Rodrigues,854.963.201-51,35,1977-08-13,"conjunto da luz
conjunto paulo vi
33273-243 caldeira da prata / am",ACRE
Olivia Barros,841.326.790-04,39,1966-03-08,"favela de peixoto, 73
vista alegre
16493795 ferreira da serra / se",PERNAMBUCO
Sr. Luiz Otávio Teixeira,176.823.049-87,23,1976-04-03,"condomínio ana luiza ferreira, 99
vila satélite
78340-070 guerra grande / ma",SÃO PAULO
Danilo Costela,507.219.648-85,56,1995-10-25,"vereda josé ramos, 8
vila maloca
75970055 moura / pe",DISTRITO FEDERAL
Alexandre Garcia,468.102.597-67,49,1977-11-10,"feira anthony gabriel nascimento, 43
chácara leonina
43819304 vieira / sp",MATO GROSSO
Luigi Cunha,845.236.907-74,39,2003-03-04,"ladeira de ribeiro, 640
santa amelia
69571-890 machado grande / ro",AMAPÁ
Sra. Emilly Ferreira,712.408.956-58,46,1987-05-19,"campo caroline alves
parque são josé
29897393 melo paulista / ro",MARANHÃO
Júlia Da Rocha,296.748.510-11,44,1972-11-25,"favela martins, 8
granja de freitas
43003787 monteiro de pires / pr",RIO DE JANEIRO
Srta. Rafaela Fogaça,503.641.872-71,22,2000-06-25,"chácara de campos
vila nova
85235-157 aparecida de minas / df",MARANHÃO
Yan Santos,245.196.073-61,36,1966-01-08,"chácara emanuelly barros, 7
alpes
92165073 borges / mg",PERNAMBUCO
Srta. Evelyn Caldeira,476.035.281-35,22,1974-10-15,"distrito sophia pimenta, 82
vila nossa senhora do rosário
79997-646 cavalcanti da serra / df",RIO GRANDE DO NORTE
Enzo Pires,182.630.594-70,21,2006-12-28,"viela brito, 8
itapoa
83919-894 aragão / ba",DISTRITO FEDERAL
Luiza Nascimento,804.392.571-23,60,2000-04-06,"núcleo de araújo
vitoria da conquista
52303-829 lopes do oeste / go",SÃO PAULO
Dom Carvalho,238.149.570-32,31,1991-02-27,"avenida vargas, 23
petropolis
34957545 gonçalves / pa",TOCANTINS
Renan Costela,230.597.186-95,57,1983-01-30,"avenida abreu, 542
corumbiara
34636-534 albuquerque de goiás / rn",PARANÁ
Gael Henrique Garcia,309.156.482-70,59,2002-12-03,"favela sabrina brito, 8
pirineus
41331-831 martins paulista / ms",RIO GRANDE DO NORTE
João Lopes,701.834.695-93,43,2004-07-23,"lagoa raul sá, 35
itapoa
35966979 aparecida / rn",AMAZONAS
Maria Clara Aparecida,543.601.897-10,36,2003-06-10,"viaduto joão guilherme das neves, 19
mirante
75537788 pacheco grande / ro",SANTA CATARINA
Maria Sophia Dias,283.914.605-33,49,1988-11-06,"travessa ferreira
joão paulo ii
51880547 gonçalves / mt",PIAUÍ
Davi Lucca Fernandes,498.123.675-19,29,1986-05-11,"colônia nogueira, 89
jardim do vale
99916-574 porto / mt",PARAÍBA
Vitória Borges,354.291.807-50,38,1996-03-29,"lagoa oliveira
vila paris
53796-668 farias / pa",SANTA CATARINA
Agatha Rodrigues,985.642.103-98,29,1980-02-04,"vila de nascimento, 619
dom bosco
15106911 casa grande da prata / pa",RIO GRANDE DO NORTE
Maria Eduarda Da Rosa,647.901.583-57,24,1976-05-25,"fazenda hadassa aparecida, 54
alto caiçaras
19470-463 melo / pe",ALAGOAS
Dr. Gael Souza,986.137.025-03,33,1993-07-07,"colônia luiza rezende, 15
monte são josé
93497-854 fernandes do sul / es",MATO GROSSO
Manuela Campos,940.168.537-10,29,1966-06-22,"residencial sophia carvalho, 4
granja de freitas
54816284 caldeira / mt",RIO GRANDE DO SUL
Otávio Da Costa,235.748.196-09,50,1990-07-11,"avenida da conceição, 50
tupi a
70698262 brito da serra / ce",PARANÁ
Isabella Novaes,591.438.067-75,18,2000-04-25,"parque vitória cunha, 69
são jorge 3ª seção
51487-326 câmara / ro",RIO GRANDE DO NORTE
Vitor Câmara,258.367.104-90,52,1980-12-22,"avenida levi campos, 19
nossa senhora do rosário
09187-114 moreira / rn",ESPÍRITO SANTO
Vitor Hugo Rios,185.260.493-05,24,1979-11-14,"vale de dias, 3
novo tupi
38619393 marques / to",RIO GRANDE DO NORTE
Leonardo Carvalho,396.574.018-01,23,1976-05-25,"chácara de almeida, 1
renascença
65727070 azevedo / am",ALAGOAS
Dra. Melissa Albuquerque,320.745.698-74,25,1994-01-21,"praia de gomes, 3
vila vista alegre
73761-217 mendes / am",PARÁ
Sr. Luiz Miguel Azevedo,307.418.926-69,37,2006-09-02,"vila de novaes, 203
vila nova gameleira 2ª seção
83945-107 moreira de novaes / sp",PARAÍBA
Luiz Gustavo Freitas,604.831.259-89,59,1975-07-22,"chácara ravi lucca aragão, 67
barroca
09687382 da costa da serra / pe",RIO GRANDE DO NORTE
Sabrina Da Mota,302.769.814-13,49,1965-11-25,"chácara maria vitória martins, 4
nova gameleira
95718-896 araújo de moraes / ce",AMAPÁ
Heloisa Duarte,086.457.932-29,48,1980-06-08,"aeroporto sá
vila califórnia
03498-059 ramos da praia / se",MINAS GERAIS
Antonella Leão,048.693.175-75,18,1989-11-21,"rua valentim mendes, 9
lagoinha leblon
75017441 nascimento / rn",SÃO PAULO
Rodrigo Novaes,029.137.685-12,19,2005-08-31,"viaduto de machado, 716
santa cruz
93915326 barbosa / rj",TOCANTINS
Marcela Araújo,470.126.359-16,29,1980-07-07,"via de carvalho, 88
vila pilar
69264356 gonçalves da prata / pb",ACRE
Maria Isis Pereira,039.514.862-60,30,1996-03-16,"viela de siqueira, 470
gutierrez
92804675 vasconcelos da serra / pr",SERGIPE
Luigi Carvalho,612.859.730-03,27,1981-03-20,"esplanada rodrigues, 86
conjunto capitão eduardo
58527258 novais do amparo / sp",ALAGOAS
Pedro Henrique Mendonça,814.503.697-66,49,1975-05-17,"jardim brito
santa lúcia
15758-278 da mota de goiás / am",TOCANTINS
Maria Laura Monteiro,458.062.793-83,34,1964-11-18,"colônia macedo, 39
vila madre gertrudes 1ª seção
81236-753 pacheco / pa",PARANÁ
Apollo Fogaça,619.548.027-49,50,1990-06-23,"conjunto costela, 971
alpes
67568399 da cruz grande / pe",MATO GROSSO DO SUL
Rael Araújo,547.023.689-74,46,1990-02-18,"parque cirino, 81
vila havaí
68852183 silveira / ms",RORAIMA
Alícia Freitas,620.495.183-15,24,1991-10-10,"chácara de da paz, 676
minas brasil
13014-317 gonçalves / df",PARANÁ
Manuela Martins,745.063.918-10,25,1984-01-06,"chácara maysa monteiro, 3
suzana
68678410 jesus verde / ba",MATO GROSSO DO SUL
Maria Cecília Moreira,380.476.529-74,20,1970-06-05,"loteamento de aparecida, 42
floramar
67119908 gomes / am",PIAUÍ
Francisco Aparecida,206.198.573-40,54,1996-01-05,"avenida de da rocha, 99
flavio de oliveira
26713-289 das neves de jesus / sc",SÃO PAULO
Aylla Mendes,380.567.294-29,49,1986-11-27,"largo de pereira, 580
vila rica
04104-277 da rosa / df",ACRE
Ana Carolina Ramos,784.013.529-32,55,1972-05-24,"sítio antônio duarte, 69
alto dos pinheiros
99926935 melo do sul / to",PARÁ
Hadassa Vasconcelos,892.045.316-06,49,1975-07-24,"avenida bento andrade, 276
vila nova cachoeirinha 1ª seção
17526302 garcia / rn",RIO DE JANEIRO
Gustavo Henrique Teixeira,309.817.642-31,26,1984-08-17,"vereda emanuella machado, 60
conjunto califórnia i
85290727 nogueira do amparo / rr",RIO DE JANEIRO
Yan Silva,697.251.348-00,42,1986-07-10,"praia de rodrigues, 35
nossa senhora da conceição
53960270 silveira da praia / to",MARANHÃO
Sr. Rael Pastor,520.176.483-53,56,1997-12-20,"estação aragão, 477
monte azul
60768425 araújo do galho / ap",ESPÍRITO SANTO
Augusto Siqueira,120.596.348-06,48,1996-06-30,"colônia da luz
mariquinhas
61514-919 pinto / pr",PARAÍBA
Maitê Câmara,825.610.743-07,39,1969-04-02,"loteamento ribeiro, 9
vila nova
31660-299 sousa do sul / ma",AMAZONAS
Francisco Marques,971.583.426-46,45,1993-10-28,"setor rodrigues, 82
nazare
94127812 montenegro / rn",RORAIMA
Luiza Freitas,298.460.713-96,20,1985-12-03,"morro nascimento, 477
marajó
80530885 peixoto do norte / ma",MATO GROSSO
Thales Ramos,506.728.913-95,45,1997-10-01,"estrada rezende, 7
itapoa
26191154 duarte de freitas / al",MARANHÃO
Caio Dias,215.974.830-79,31,1985-05-17,"viela de cirino, 27
palmares
06215-476 aparecida / sp",SANTA CATARINA
Bernardo Siqueira,308.571.496-01,28,1964-10-08,"conjunto ryan guerra, 23
santa lúcia
46596065 rodrigues de correia / ba",PIAUÍ
Yago Silva,760.345.829-38,47,1971-08-11,"estrada cauã barbosa, 689
vila são francisco
23611-641 abreu grande / sp",MARANHÃO
Dr. Lucas Nunes,710.295.846-30,28,1967-02-18,"feira pimenta, 44
vila santo antônio barroquinha
88714-828 cassiano / es",BAHIA
Catarina Dias,086.425.917-49,42,1999-03-31,"conjunto cassiano, 71
acaiaca
13220296 viana de souza / al",SÃO PAULO
Theodoro Da Cunha,138.974.620-87,26,1999-05-14,"estrada joaquim da mata, 7
santa branca
05092127 correia / rn",ESPÍRITO SANTO
Maria Julia Novaes,853.462.071-71,60,1980-09-14,"passarela leão
mirante
66800366 da paz de nascimento / rn",SERGIPE
Alexia Abreu,159.368.074-01,35,1996-08-21,"aeroporto de ferreira, 54
pongelupe
74160557 pereira / ma",PARAÍBA
Arthur Leão,190.628.375-30,32,1973-03-10,"via vieira, 13
vila canto do sabiá
46168-290 guerra da serra / rj",PARÁ
Valentina Da Paz,780.562.194-20,23,1967-07-01,"colônia vitor lopes, 80
palmares
28277758 gomes da praia / ba",PARÁ
Juliana Pires,871.693.250-12,21,2004-05-12,"colônia vieira, 7
bonfim
60633093 da paz / pi",DISTRITO FEDERAL
Srta. Isabella Fonseca,497.083.265-00,48,1995-10-10,"loteamento pedro miguel da mata, 4
piratininga
17547003 caldeira das flores / rr",PARÁ
João Miguel Farias,457.168.023-62,29,1968-04-25,"praia de marques, 47
belmonte
48005-580 cavalcante de minas / pr",SANTA CATARINA
Melina Marques,854.976.203-29,44,1995-05-18,"passarela azevedo, 82
pilar
28812-554 vieira / ap",MINAS GERAIS
Antony Cardoso,924.875.013-32,26,1984-11-29,"aeroporto de macedo, 71
granja werneck
35748-290 correia / sp",MATO GROSSO
Luan Castro,594.813.206-42,26,1977-10-25,"rua cavalcanti, 51
vila canto do sabiá
77037872 sampaio / pa",MARANHÃO
Rafael Duarte,074.826.195-85,30,2005-08-03,"lagoa de nunes, 81
barão homem de melo 2ª seção
84087245 pires / pr",SÃO PAULO
Brayan Brito,680.934.251-60,55,1979-08-14,"aeroporto de da rocha, 407
colégio batista
02404-605 albuquerque / es",MARANHÃO
Marina Pacheco,468.527.093-29,25,1980-02-05,"praça de borges, 22
jardim atlântico
18426428 nogueira / pe",RIO DE JANEIRO
Emanuelly Guerra,513.492.076-16,37,2003-06-04,"setor benjamin vargas, 4
sagrada família
45279114 sá / ma",RIO GRANDE DO SUL
Arthur Rios,316.987.024-69,47,1966-05-12,"campo jesus, 75
maria tereza
56569092 cavalcante de gonçalves / se",RONDÔNIA
Maria Clara Monteiro,894.215.063-24,43,1973-05-10,"condomínio de porto, 60
acaba mundo
89992-511 guerra / rn",MINAS GERAIS
Leandro Abreu,076.843.291-03,18,2006-11-11,"estrada ana costela, 7
monte azul
59199-471 peixoto grande / mt",PERNAMBUCO
Ana Laura Teixeira,239.650.147-06,36,1994-06-27,"trevo de casa grande, 48
beira linha
15328721 gomes das flores / ba",SANTA CATARINA
Ana Laura Da Costa,975.380.261-77,52,1966-12-07,"colônia de da costa, 7
providencia
00069314 garcia da serra / se",MINAS GERAIS
Lunna Farias,873.415.069-20,56,2005-03-10,"distrito jesus, 16
belmonte
74110944 mendonça do oeste / rr",SERGIPE
Ana Cecília Lima,438.071.562-08,41,1996-12-12,"vale de freitas
vila coqueiral
00662-757 das neves / mt",BAHIA
Dr. Levi Sampaio,986.315.270-68,52,1975-01-31,"travessa nogueira, 75
maria helena
24152497 siqueira / ma",AMAZONAS
Dr. Cauê Gonçalves,650.391.487-39,21,1989-03-12,"viela maria julia castro, 902
pirineus
69832-484 mendonça / ap",ALAGOAS
Srta. Raquel Montenegro,134.597.602-06,26,2000-01-20,"vereda monteiro, 81
confisco
55312498 da rosa / ce",RONDÔNIA
Gustavo Ramos,029.378.165-68,45,1993-05-19,"condomínio de campos, 528
coração de jesus
45809-090 pires de viana / al",MATO GROSSO
Eduarda Borges,423.076.589-47,49,2001-11-29,"feira bryan cunha, 61
vila madre gertrudes 3ª seção
26636152 siqueira do galho / ac",RONDÔNIA
Vitor Da Cunha,981.032.456-15,55,1964-12-27,"jardim de cassiano, 77
bernadete
33244-926 da paz / ms",MINAS GERAIS
Benjamim Melo,840.132.976-04,24,1976-12-09,"via leão, 5
novo ouro preto
79788-125 fogaça / ce",PARANÁ
Ana Laura Alves,865.432.109-15,60,2004-05-17,"via bento macedo, 163
ernesto nascimento
66204904 mendonça / ap",PARÁ
Dr. Davi Almeida,829.603.517-03,26,1982-11-01,"núcleo de jesus, 2
copacabana
17623004 peixoto de casa grande / pb",AMAZONAS
Laura Alves,730.965.421-80,40,1975-03-21,"largo de melo, 74
santo antônio
75670-107 caldeira do campo / rj",PARANÁ
Aylla Lopes,936.541.780-57,57,1994-07-27,"feira peixoto, 96
serra
21070-245 jesus de da cruz / rn",PARANÁ
Vinícius Da Rocha,467.052.318-07,57,1980-01-01,"núcleo de pimenta
custodinha
34715-237 carvalho / sp",SERGIPE
Dr. Yago Sousa,681.395.704-00,41,1983-05-18,"largo isaque casa grande, 996
são cristóvão
06518508 peixoto do amparo / rr",BAHIA
Aurora Sales,506.291.873-12,31,1981-11-06,"favela alexandre cavalcante
grajaú
16301-976 correia / mt",ESPÍRITO SANTO
Ana Liz Moraes,635.187.904-39,31,1996-07-18,"loteamento de casa grande, 62
vila havaí
33420-555 costa / go",SERGIPE
Laís Cirino,180.976.234-04,33,2001-02-10,"setor de sales, 89
aarão reis
18806-790 rezende / go",RONDÔNIA
Ravi Lucca Vieira,837.561.902-77,44,1979-04-30,"praia montenegro, 207
vitoria
84941-308 pimenta alegre / mg",MATO GROSSO
Enzo Gabriel Da Mota,517.349.826-91,46,1973-05-15,"aeroporto de barros
vila fumec
00740518 da luz do sul / ms",MATO GROSSO
Marcos Vinicius Pires,132.507.968-59,18,1976-06-09,"jardim mendes, 60
sion
90634458 leão / to",MATO GROSSO DO SUL
Davi Miguel Mendonça,761.034.259-99,40,1970-01-16,"jardim augusto vieira
leticia
36574-038 correia grande / es",PARANÁ
Liz Camargo,174.035.968-20,52,1984-10-24,"setor isis castro, 876
vila betânia
97839-685 cassiano / rr",PARÁ
Ana Carolina Fonseca,589.362.041-06,20,2002-01-16,"trecho azevedo, 5
santa sofia
38716147 da cruz do sul / pa",SANTA CATARINA
Zoe Montenegro,796.085.321-59,57,1974-06-27,"distrito de da cruz, 76
independência
42279637 borges do galho / ac",MATO GROSSO
Cecilia Da Mata,415.238.097-79,38,1998-07-31,"praça sales, 39
solimoes
84858-682 da mota / sc",RIO GRANDE DO SUL
Eloá Marques,980.357.614-39,47,2006-05-10,"via da mata, 917
vila são dimas
56767450 araújo / ro",BAHIA
Ana Luiza Castro,123.674.580-90,44,1967-11-04,"vereda de almeida, 2
união
88213-904 da rocha da serra / es",RIO DE JANEIRO
Ana Vitória Rezende,513.704.269-25,53,1973-01-08,"travessa catarina moreira, 28
eymard
94779-206 pinto / pe",PARÁ
Sabrina Montenegro,687.095.341-48,44,1978-10-07,"núcleo garcia
barroca
12898897 câmara / se",RONDÔNIA
Evelyn Câmara,143.628.795-28,43,1968-09-18,"esplanada porto
pedreira padro lopes
89153960 sousa / es",AMAZONAS
Maria Eduarda Carvalho,648.105.793-01,51,1999-08-30,"trecho de barbosa
braúnas
35870-984 fonseca paulista / ba",SANTA CATARINA
Mathias Pastor,958.203.741-50,58,1987-07-27,"vereda de cirino, 29
conjunto capitão eduardo
60257642 da paz da serra / ac",RORAIMA
Otávio Guerra,475.830.162-07,47,1996-03-08,"quadra pastor
vila real 1ª seção
89365-047 da mata / mt",MARANHÃO
Vitor Cassiano,162.578.390-68,19,1966-01-02,"rodovia de sales
andiroba
45911-636 azevedo do amparo / mt",PARAÍBA
Helena Nunes,385.790.214-05,47,1974-05-11,"alameda cirino, 63
sagrada família
22258714 fogaça de borges / pb",RIO DE JANEIRO
Ana Lívia Melo,263.708.195-30,20,1969-02-22,"estrada câmara, 10
vila madre gertrudes 3ª seção
80562-217 cardoso verde / rn",MATO GROSSO
Bruno Nogueira,412.573.689-82,32,1988-08-08,"passarela manuella da conceição, 2
palmeiras
65585-638 caldeira / se",TOCANTINS
Théo Oliveira,513.067.249-61,40,1979-03-12,"colônia de da luz
leonina
02481985 monteiro do sul / am",CEARÁ
Murilo Ramos,672.305.918-21,47,1989-11-12,"lagoa de monteiro, 33
aparecida
03244-809 cunha do norte / to",RORAIMA
Maria Júlia Pires,519.046.237-43,32,1993-03-28,"vereda de carvalho, 118
cidade jardim
46330881 araújo / ba",RIO GRANDE DO NORTE
Lunna Cunha,298.641.035-98,49,1976-09-17,"rodovia caldeira, 924
nova granada
61017878 borges / am",DISTRITO FEDERAL
Gustavo Henrique Siqueira,276.108.439-03,37,1972-01-14,"fazenda de peixoto, 2
vera cruz
06278785 nascimento / al",RIO GRANDE DO SUL
Clarice Albuquerque,831.946.275-46,40,1996-02-05,"quadra da costa, 62
grota
81341349 da rocha de ramos / ap",MINAS GERAIS
Emanuelly Rodrigues,153.842.076-71,44,1966-04-07,"setor de castro, 10
vila bandeirantes
54560372 porto alegre / sp",ACRE
Sr. João Miguel Moraes,473.291.568-09,53,1982-01-07,"largo luiza vieira, 82
jardim do vale
57849636 cunha verde / rr",RIO DE JANEIRO
Helena Casa Grande,691.037.428-22,58,1978-06-07,"jardim julia pastor, 85
mirtes
49510-287 fonseca / pa",BAHIA
Breno Almeida,684.912.370-03,30,1984-04-02,"parque rodrigo carvalho, 407
conjunto santa maria
56898084 das neves de lima / pe",ESPÍRITO SANTO
Sr. Erick Gonçalves,982.165.473-82,31,1995-07-31,"recanto gabrielly cavalcante, 139
acaba mundo
65457714 casa grande / rn",SERGIPE
Sr. Heitor Garcia,598.047.231-23,42,1968-01-13,"recanto lopes, 69
etelvina carneiro
17252-835 da costa de da conceição / go",GOIÁS
Dr. Luiz Miguel Moreira,391.874.650-00,25,1999-09-04,"avenida de marques
vila nova gameleira 2ª seção
05353544 moura de minas / ce",ALAGOAS
Valentina Marques,946.857.032-00,58,1979-07-15,"alameda thiago correia, 7
jaraguá
01018-030 lopes / ma",MARANHÃO
José Cassiano,671.295.834-28,35,1991-08-26,"viela de da rocha, 2
das industrias i
99688-253 lima da mata / sc",BAHIA
Dr. Gabriel Melo,069.451.378-48,24,1969-08-22,"residencial de lima
comiteco
06754297 sales do campo / mg",DISTRITO FEDERAL
João Miguel Porto,619.235.704-80,59,1978-07-24,"fazenda matheus nogueira, 22
leonina
32445-829 das neves / pi",PARAÍBA
Igor Novaes,389.615.047-20,26,1987-05-08,"esplanada viana, 60
ademar maldonado
26071379 cirino / mg",MATO GROSSO DO SUL
Sr. João Vitor Mendonça,516.297.038-77,44,1980-10-07,"vila nascimento, 48
vila fumec
34140-324 silva do campo / pi",ALAGOAS
Bruno Nascimento,907.163.245-80,34,1992-04-17,"sítio de andrade, 21
centro
40679090 duarte / to",PARAÍBA
Alícia Fernandes,089.125.463-33,55,1987-03-29,"pátio da cunha, 750
minas caixa
81822-291 moreira do amparo / ba",AMAPÁ
Danilo Garcia,938.452.106-05,51,2000-07-22,"condomínio benjamim da costa, 81
vila maloca
26792-183 da rocha / pa",SERGIPE
Ayla Nogueira,493.650.127-16,23,1986-02-20,"rodovia de gomes
jardim são josé
67442804 fernandes / ba",RIO DE JANEIRO
Benicio Sales,205.618.497-49,31,1979-03-04,"residencial de da cruz, 3
biquinhas
57293-143 da rocha / rj",MATO GROSSO
Felipe Siqueira,273.648.059-74,56,1988-02-08,"área de moura, 85
vila paquetá
20270734 albuquerque / se",GOIÁS
Marina Vasconcelos,623.957.418-09,48,1979-07-31,"lago de peixoto, 10
nazare
05938653 garcia / se",CEARÁ
Sabrina Da Mata,946.087.513-01,50,1968-04-04,"estrada gomes, 40
vila batik
99846049 das neves de minas / df",SÃO PAULO
Elisa Das Neves,402.836.157-53,59,1990-03-21,"trecho marques, 34
nova cintra
35389379 sampaio / sp",PARANÁ
Dr. Emanuel Ramos,695.273.148-28,22,1996-09-06,"passarela de da rosa
paraíso
52804-428 cavalcanti / pa",RORAIMA
Dr. Ian Costa,461.973.258-37,41,1991-01-27,"avenida de abreu, 212
nova america
22060998 vasconcelos do sul / ma",ALAGOAS
Dr. Bruno Camargo,176.398.045-66,42,1984-04-15,"alameda ryan peixoto, 7
nazare
94870-934 pimenta / es",RORAIMA
Thales Barbosa,219.567.038-02,44,1974-11-05,"núcleo davi lucas das neves, 43
cinquentenário
92193891 da luz / rs",MARANHÃO
Emanuel Teixeira,317.485.962-09,46,1972-03-10,"estação mariana caldeira, 773
apolonia
28318985 cavalcante / mg",RORAIMA
Yasmin Oliveira,536.108.297-02,20,1995-09-29,"morro clarice da cruz, 2
vila batik
33760-185 araújo / am",MATO GROSSO DO SUL
Maria Eduarda Siqueira,948.356.120-51,27,2005-10-27,"loteamento de barbosa
delta
49851-877 moura de melo / rj",ACRE
Srta. Ana Clara Da Conceição,538.610.472-17,50,1980-09-30,"alameda calebe almeida, 84
embaúbas
27646672 pacheco / rn",AMAZONAS
Vinicius Albuquerque,896.273.014-69,39,1993-11-17,"campo de cavalcante, 627
vila das oliveiras
13455-838 gonçalves do norte / ce",MARANHÃO
Ana Julia Cardoso,081.754.326-08,25,1968-11-03,"chácara helena leão, 538
jardim do vale
36721-865 lopes da mata / ba",PARANÁ
Sr. Valentim Macedo,945.120.867-49,34,1983-05-18,"vila de lima, 33
são marcos
80132-712 pastor de da conceição / pe",MATO GROSSO
Ana Cecília Teixeira,742.508.619-02,40,1974-02-20,"setor manuella melo, 38
goiania
42022948 carvalho / ms",MARANHÃO
Laura Santos,508.391.276-77,36,1995-04-22,"área de da rosa, 15
dom silverio
04338326 pinto / mt",DISTRITO FEDERAL
Alana Rios,835.429.016-60,45,1985-05-18,"área bernardo pastor, 1
ambrosina
96458-578 gomes do oeste / pa",RORAIMA
Breno Casa Grande,286.407.953-47,43,1968-09-29,"aeroporto breno machado, 1
glória
41209319 novais / rn",MATO GROSSO DO SUL
Otávio Fernandes,076.512.489-02,50,1983-04-05,"alameda de costela, 63
rio branco
09823-655 cavalcanti / rs",RIO GRANDE DO SUL
Sra. Nina Pimenta,279.183.604-78,31,1998-05-26,"sítio de rocha, 47
atila de paiva
52360-944 sousa de martins / ms",CEARÁ
Eloah Rodrigues,342.065.197-06,48,1992-12-11,"trevo ferreira
vila piratininga venda nova
91895-201 novais de da rosa / sp",SÃO PAULO
Sr. Benjamim Barbosa,196.832.574-37,44,1988-03-18,"rua barbosa, 11
paquetá
37063-877 pimenta de da mata / sp",ALAGOAS
Breno Vargas,954.237.106-34,25,1982-02-21,"distrito da rosa, 85
delta
97378-874 camargo de pimenta / to",MATO GROSSO DO SUL
Sr. Yago Pinto,514.930.286-42,19,1984-04-23,"jardim gomes, 2
vila sesc
51128-136 da costa do norte / al",PERNAMBUCO
Lívia Siqueira,351.489.260-15,44,1991-02-11,"avenida juliana macedo, 3
engenho nogueira
02443338 jesus / se",PARANÁ
Raquel Guerra,690.314.857-48,31,2001-07-22,"pátio da cruz, 435
vila novo são lucas
69614713 machado de minas / sc",RONDÔNIA
Valentim Da Paz,614.735.892-82,20,1998-07-21,"quadra de das neves, 77
alto barroca
47668989 cassiano / pb",SERGIPE
Luiz Miguel Camargo,469.523.807-10,37,1969-11-06,"quadra de rios, 961
vila santo antônio barroquinha
44436-654 correia da serra / rr",RIO DE JANEIRO
Ana Luiza Da Rocha,637.825.019-77,30,1968-11-08,"condomínio oliveira, 237
dom joaquim
37989-213 sampaio verde / df",GOIÁS
Dra. Lavínia Leão,876.940.213-22,58,1991-06-29,"morro correia, 67
canadá
71449759 fernandes do norte / go",PARÁ
Sr. Thales Da Costa,480.736.925-38,18,2006-04-13,"chácara de câmara, 71
vila são joão batista
00728-500 pacheco / rj",BAHIA
Eloah Borges,169.354.072-06,52,1965-12-29,"travessa de costela, 376
santa inês
35945-195 santos de minas / pa",MINAS GERAIS
Yasmin Campos,038.764.951-48,54,1974-11-27,"núcleo gomes, 13
paulo vi
43257822 duarte / pe",DISTRITO FEDERAL
José Martins,564.891.203-05,28,1994-07-23,"área de campos, 5
estoril
32949-212 souza do amparo / pr",AMAPÁ
Marcelo Oliveira,215.806.497-85,30,1975-10-24,"colônia da mata, 7
olhos d'água
49068077 ribeiro / ba",SERGIPE
Ana Laura Marques,841.059.763-20,44,1974-01-04,"feira arthur miguel pereira, 1
conjunto floramar
21628785 abreu / se",AMAZONAS
Luana Fonseca,294.873.061-96,28,1976-10-01,"conjunto ana beatriz da cruz, 36
fazendinha
93305-129 alves / to",BAHIA
André Mendonça,831.047.569-10,38,2004-03-14,"trecho juan souza, 7
tupi b
62290-411 viana / ms",RONDÔNIA
Felipe Pimenta,295.318.674-37,50,1966-07-31,"travessa jade martins, 96
vila santa monica 1ª seção
50901-167 lopes da prata / to",PARAÍBA
Renan Siqueira,610.754.293-07,20,1996-12-22,"chácara de das neves, 58
vila piratininga
05627-765 nunes de goiás / rr",BAHIA
Matteo Peixoto,684.251.730-35,57,1999-10-06,"estrada moreira, 32
aparecida 7ª seção
72766-652 pereira do galho / es",SÃO PAULO
Sra. Stephany Teixeira,056.379.142-06,60,1977-08-10,"distrito macedo, 32
venda nova
25639-442 ferreira da serra / am",MINAS GERAIS
Julia Castro,693.180.745-57,44,1995-06-10,"feira melo, 1
vila havaí
57471-245 siqueira / ms",AMAPÁ
Ana Guerra,780.954.216-85,19,1996-04-13,"vale de vieira, 82
nossa senhora da aparecida
95439-933 silva / ba",AMAZONAS
Sr. Gustavo Henrique Da Mata,892.416.035-42,57,1974-12-18,"via mendes, 409
são jorge 1ª seção
55495057 freitas de vargas / pe",RORAIMA
